caseid,reportedon,category,statuscode,casetype,Cops-Rops,sqlrequired,expclosedate,closedate,aging,currentowner,ConfigurationEffort[Hr],PM Effort [Hr],TestingEffort [Hr],TotalEffort [Hr],L1 Doc Approval,L2 Doc Approval,L3 Doc Approval,channel,details,subject
509105,25-06-2025,Configuration,Invalid,Incident,,,,26-06-2025,166 D,Lisha Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Partner account creation
509129,25-06-2025,User Creation,Resolved,CR,CompanyOps,No,,30-06-2025,166 D,Lisha Gupta,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,,User Creation
509102,25-06-2025,Configuration,Resolved,CR,CompanyOps,No,07-05-2025,07-01-2025,166 D,Himanshu Padaliya,0,,,,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Re: Partner account creation
509096,25-06-2025,Configuration,Resolved,CR,CompanyOps,No,,07-02-2025,166 D,Lisha Gupta,8,0.4,0.8,9.2,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Unable to place travel request
509123,25-06-2025,Configuration,Resolved,CR,CompanyOps,No,07-05-2025,30-06-2025,166 D,Himanshu Padaliya,0,,,,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Account Creation: Cent Bank Home Finance
508934,24-06-2025,Configuration,Invalid,CR,CompanyOps,No,07-05-2025,26-06-2025,167 D,Himanshu Padaliya,0,,,,No,No,No,Web,"Hi team,
Please clone Consultant to create US Consultant role.
Clone Project Manager to create US Project Manager role

These are being created so that we can then start refining the fields, layouts, objects and access that we need.",Please create US Consultant and US Project Manager roles
508904,24-06-2025,Configuration,Resolved,CR,RevOps,,25-06-2025,30-06-2025,167 D,Himanshu Padaliya,21,1.05,2.1,24.15,Yes,Yes,No,Web,"Hi, Please create the following 2 fields on Project details page:
1. Budgeted Project Hours - This will allow the Project Manager to enter the hours basis which deal pricing was prepared.
2. Forecasted Project Hours - This will allow the Project Manager to enter the forecasted hours basis any revisions/change requests that client raises during implementation.",Creation of 2 new fields on Project detail page
508672,23-06-2025,Configuration,Invalid,CR,CompanyOps,No,29-06-2025,26-06-2025,168 D,Himanshu Padaliya,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Ignite portal down on Jun 20
509480,27-06-2025,Configuration,Resolved,CR,CompanyOps,No,,30-06-2025,164 D,Lisha Gupta,6,0.3,0.6,6.9,Yes,Yes,Yes,Web,"Hi Team,

Please deactivate below user id in MY Portal.
EC2420	Krimi Gandhi - krimi.gandhi@businessnext.com
EC1641	Komal Paralkar - Komal.paralkar@businessnext.com
EC2660	Ananya Singh - ananya.singh@businessnext.com",User deactivate
509633,30-06-2025,Configuration,Invalid,CR,CompanyOps,No,14-07-2025,07-01-2025,161 D,Lisha Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Role assignment required for Ujjwal Kumar Mahato user on MY
509495,27-06-2025,User Creation,Invalid,CR,CompanyOps,No,,30-06-2025,164 D,Lisha Gupta,0,,,,No,No,No,Web,"Please create a new user with the details mentioned below. 
Name: Yuvraj Singh 
Email: Yuvraj.Singh@businessnext.com
Role: Marketing Executive",New user creation
509404,27-06-2025,User Creation,Resolved,CR,CompanyOps,No,,07-01-2025,164 D,Lisha Gupta,6,0.3,0.6,6.9,Yes,Yes,Yes,Web,User creation - Pallavi Katre,User creation - Pallavi Katre
509406,27-06-2025,User Creation,Resolved,CR,CompanyOps,No,,30-06-2025,164 D,Lisha Gupta,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,User creation - Shailesh Joshi,User creation - Shailesh Joshi
508040,19-06-2025,User Creation,Resolved,CR,CompanyOps,No,,30-06-2025,172 D,Lisha Gupta,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,,User Creation
509402,27-06-2025,User Creation,Resolved,CR,CompanyOps,No,,30-06-2025,164 D,Lisha Gupta,6,0.3,0.6,6.9,Yes,Yes,Yes,Web,User creation - Smitarani Parhi,User creation - Smitarani Parhi
509399,27-06-2025,User Creation,Resolved,CR,CompanyOps,No,,30-06-2025,164 D,Lisha Gupta,6,0.3,0.6,6.9,Yes,Yes,Yes,Web,User creation - Debasmita Saha,User creation - Debasmita Saha
509850,30-06-2025,Configuration,Resolved,CR,CompanyOps,No,07-05-2025,07-03-2025,161 D,Lisha Gupta,6,0.3,0.6,6.9,Yes,Yes,Yes,Web,"Hi Team,

Please deactivate below user id in MY Portal.

EC1781	Sushit kumar Routa - sushit.routa@businessnext.com
EC2930	SHARIQUE HASAN NEYAZI - sharique.neyazi@businessnext.com",User deactivate
509401,27-06-2025,User Creation,Resolved,CR,CompanyOps,No,,30-06-2025,164 D,Lisha Gupta,6,0.3,0.6,6.9,Yes,Yes,Yes,Web,User creation - Yashwant Band,User creation - Yashwant Band
509905,30-06-2025,Configuration,Invalid,CR,CompanyOps,No,,07-04-2025,161 D,Lisha Gupta,0,,,,No,No,No,Web,In Travel desk request unable to see the option of Account Name: State Bank of India,Unable to See Account Name : State Bank of India in Travel Desk
508250,20-06-2025,Configuration,Resolved,CR,CompanyOps,No,26-06-2025,30-06-2025,171 D,Himanshu Padaliya,16,0.8,1.6,18.4,Yes,Yes,Yes,Web,"An email alert of a new lead creation is going to a few people who are not necessary. 
It should only go to the person to whom the lead is assigned. 
Include the following people in CC: Navneet Kaur, Rahul Sheth, Sagar Kohli. 

Please remove all other people from the email alert list.",Changes in Lead Creation Email alert
509476,27-06-2025,Configuration,Resolved,CR,CompanyOps,No,07-05-2025,07-01-2025,164 D,Himanshu Padaliya,0,,,,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Account Creation: IIFL Samasta Finance
509922,30-06-2025,Configuration,Invalid,CR,CompanyOps,No,13-07-2025,07-02-2025,161 D,Lisha Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Unable to Create Travel Request – Gender Field Not Populating
509928,30-06-2025,Configuration,Invalid,CR,CompanyOps,No,,07-01-2025,161 D,Lisha Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Billing report not working
509927,30-06-2025,Configuration,Invalid,CR,CompanyOps,No,,07-01-2025,161 D,Lisha Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Unknown Error occurring in reports.
510195,07-02-2025,User Creation,Resolved,CR,CompanyOps,No,,07-10-2025,159 D,Lisha Gupta,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,,User Creation
510197,07-02-2025,User Creation,Resolved,CR,CompanyOps,No,,07-10-2025,159 D,Lisha Gupta,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,,User Creation
512812,22-07-2025,Configuration,Resolved,CR,CompanyOps,No,24-07-2025,23-07-2025,139 D,Anubhav Gupta,32,1.6,3.2,36.8,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Kindly add Approved amount field on travel desk report.
510175,07-02-2025,Configuration,Invalid,CR,CompanyOps,No,,07-02-2025,159 D,Lisha Gupta,0,,,,No,No,No,Web,The project modules do not display when I select them.,Project Modules
510100,07-01-2025,User Creation,Resolved,CR,CompanyOps,No,,07-02-2025,160 D,Lisha Gupta,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,User creation - Sakshi Durgesh Sawant,User creation - Sakshi Durgesh Sawant
510102,07-01-2025,User Creation,Resolved,CR,CompanyOps,No,,07-02-2025,160 D,Lisha Gupta,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,User creation - Atul Krishna Kolase,User creation - Atul Krishna Kolase
510112,07-01-2025,User Creation,Resolved,CR,CompanyOps,No,,07-02-2025,160 D,Lisha Gupta,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,User creation - Ojas Om Prakash Balsotra,User creation - Ojas Om Prakash Balsotra
510249,07-02-2025,Configuration,Resolved,CR,CompanyOps,No,,07-12-2025,159 D,Lisha Gupta,6,0.3,0.6,6.9,Yes,Yes,Yes,Web,"Hi Team,

Kindly reset  the password for arab Retail user. user is not able to login.

username - Shatha.Azzazi@Arabbank.com.jo

client - Arab Retail",reset the password for client user
510329,07-03-2025,Configuration,Resolved,Incident,,,,07-03-2025,158 D,Vivek Kumar,54,2.7,5.4,62.1,Yes,Yes,No,Web,Please refer attachment for Templates to be modified.,Update templates
512562,18-07-2025,Configuration,Resolved,CR,,,18-07-2025,29-07-2025,143 D,Sagar Verma,1,0.05,0.1,1.15,Yes,Yes,No,Web,"Hi Team,

Please deactivate below user id in MY Portal.
EC2327 - Anurima Bisht - anurima.bisht@businessnext.com",User deactivate
510042,07-01-2025,Configuration,Resolved,CR,CompanyOps,No,27-07-2025,07-09-2025,160 D,Dheeraj,20,1,2,23,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : FW: P.O Balance
510366,07-03-2025,Configuration,Invalid,CR,CompanyOps,No,,07-04-2025,158 D,Lisha Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Automatic reply: HR Helpdesk Escalation : 506688 is not attended
510189,07-02-2025,Configuration,Resolved,CR,CompanyOps,No,07-03-2025,,159 D,Anubhav Gupta,16,0.8,1.6,18.4,Yes,Yes,Yes,Web,"Please add Nationl Bank Oman project in Report ""Nbo bug list""","Please add Nationl Bank Oman project in Report ""Nbo bug list"""
510269,07-02-2025,Configuration,Invalid,CR,CompanyOps,No,07-03-2025,07-04-2025,159 D,Anubhav Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : .
510228,07-02-2025,Configuration,Invalid,CR,CompanyOps,No,27-07-2025,07-07-2025,159 D,Anubhav Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: My Portal changes
510038,07-01-2025,Configuration,Invalid,CR,CompanyOps,No,27-07-2025,07-07-2025,160 D,Uday Shankar Kaushik,0,,,,No,No,No,Web,"Hi Team,

Not able to assign a case to OEG team.Case Number
00509144, Applies To
Production, Status Code
New",Trying to assign a case to prernakokate@businessnext.com from Consultant role.
510273,07-02-2025,Configuration,Resolved,CR,CompanyOps,No,07-07-2025,07-10-2025,159 D,Anubhav Gupta,18,0.9,1.8,20.7,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Re: My Portal changes|Add HR Helpdesk for travel desk role.
510545,07-04-2025,Configuration,Invalid,Incident,,,,07-07-2025,157 D,Lisha Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : RE: Update my RM and HOD details
510577,07-04-2025,User Creation,Resolved,Incident,CompanyOps,No,07-06-2025,07-10-2025,157 D,Vivek Kumar,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,"Problem Statement: Request to Create User for Geneva C. Francisco in Maybank Project

Expectation : Geneva C. Francisco should be created as a user under the Maybank project with the following details:

Login ID: geneva.francisco@maybank.com

Role: Customer",Request to Create User in Maybank Project
510580,07-04-2025,Configuration,Resolved,CR,CompanyOps,No,07-06-2025,07-10-2025,157 D,Anubhav Gupta,2,0.1,0.2,2.3,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : PO Sync with my portal but payment id are not showing in NS.
511438,07-10-2025,Configuration,Invalid,CR,CompanyOps,No,16-07-2025,15-07-2025,151 D,Himanshu Padaliya,0,,,,No,No,No,Web,"When a customer applies the status code to move an item to production, it automatically changes to 'Reopened'.
Please refer Requirement ID : 48856 history tab
project Name - BAGIC RFT FY26 (Bajaj Allianz General Insurance Company Limited)


User ID - bagicitsupport@crmnext.com
Role - Customer",Status Code Change Unexpectedly Reverts to 'Reopened'
511380,07-10-2025,Configuration,Resolved,CR,CompanyOps,No,07-11-2025,08-11-2025,151 D,Himanshu Padaliya,12,0.6,1.2,13.8,Yes,Yes,Yes,Web,"Issue: Summary Dashboard not displaying data in the report when clicking on the graph.

Sample screenshot has been attached for reference.

Role: Engr Production

Would request you to kindly check the concern and fix the issue. Please connect over Teams for any understanding/showcase.",Summary Dashboard not working properly
511388,07-10-2025,Configuration,Invalid,CR,CompanyOps,No,16-07-2025,14-07-2025,151 D,Deepali Kumari,0,,,,No,No,No,Web,"Report showing incorrect data in fields such as 'Assigned To'.

A sample data (Caseid: 509648) is attached for your reference. The correct Assigned To should have been ""Divraj Podder"" in the report.

Request you to kindly check the same and let us know over Teams if any inputs required.",Incorrect data displayed in Report
511529,07-11-2025,Configuration,Resolved,CR,CompanyOps,No,21-07-2025,14-07-2025,150 D,Sagar Verma,4,0.2,0.4,4.6,Yes,Yes,Yes,Web,"Hi Team,

Not able to fill Project Engagement Role while filling timesheet. Have attached screenshot for the same.",Timesheet Issue
511381,07-10-2025,Configuration,Invalid,Incident,CompanyOps,No,16-07-2025,16-07-2025,151 D,Nishant Kumar,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Closing issue 468266
511412,07-10-2025,Configuration,Resolved,CR,CompanyOps,No,16-07-2025,22-07-2025,151 D,Dheeraj,0,,,,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Project Status required
511448,07-10-2025,Configuration,Invalid,CR,CompanyOps,No,16-07-2025,18-07-2025,151 D,Anubhav Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: User Travel form requirement
511470,07-10-2025,Configuration,Resolved,CR,CompanyOps,No,07-11-2025,18-07-2025,151 D,Vivek Kumar,24,1.2,2.4,27.6,Yes,Yes,Yes,Web,"My Portal access is provide customer user but they do not have any option to view there case in ""Views"" or ""Report""

users has created many case but not able to view them like : 510020, 510018 ...

1. Provide the ""View"" to user to View cases he/she has created by them and /or assigned to them
2. Provide the ""View"" to user to View cases which any bank employee has created.  i.e all cases list.
3. Provide 

Project id : 00013481
Account ID: 00002507

Refer attachment what customer view currently",My Portal access to customer but no report or view available to them.
511552,07-11-2025,User Creation,Resolved,CR,CompanyOps,No,14-07-2025,15-07-2025,150 D,Anubhav Gupta,56,2.8,5.6,64.4,Yes,Yes,Yes,Web,"Please create a MY.BN portal user for Magnifi Customer user creation as per email request attached.
Alyssa Fischer (Alyssa.fischer@mymagnifi.org)

reference Magnifi Customer user already created is Nicole Meyer",Magnifi Customer user creation - Alyssa Fischer (Alyssa.fischer@mymagnifi.org)
511150,07-09-2025,User Creation,Resolved,CR,CompanyOps,No,27-07-2025,15-07-2025,152 D,Amit Anand,0,,,,Yes,Yes,Yes,Web,,User Creation
511139,07-09-2025,Configuration,Resolved,CR,CompanyOps,No,07-10-2025,07-11-2025,152 D,Aditya Singh,0,,,,Yes,Yes,Yes,Web,"Hi Team,

Kindly add the category of Letter and sub category letter in HR Helpdesk.",Add letter category in HR Helpdesk
509847,30-06-2025,Configuration,Invalid,CR,CompanyOps,No,,07-01-2025,161 D,Lisha Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Unknown Error occurring in reports.
509841,30-06-2025,Configuration,Resolved,CR,CompanyOps,No,14-07-2025,07-10-2025,161 D,Anubhav Gupta,2,0.1,0.2,2.3,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Re: NBUPA Alert - PO NO. 34823 # Release po Notification
509949,30-06-2025,Configuration,Invalid,CR,CompanyOps,No,,07-01-2025,161 D,Lisha Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: HR Helpdesk Escalation : 508314 is not attended
509979,07-01-2025,Configuration,Resolved,CR,CompanyOps,No,15-07-2025,07-10-2025,160 D,Anubhav Gupta,2,0.1,0.2,2.3,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Validity start and end date updated
509950,30-06-2025,Configuration,Invalid,CR,CompanyOps,No,,07-01-2025,161 D,Lisha Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : RE: Billing report not working
509953,30-06-2025,Configuration,Invalid,CR,CompanyOps,No,,07-01-2025,161 D,Lisha Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Billing report not working
509951,30-06-2025,Configuration,Invalid,CR,CompanyOps,No,,07-01-2025,161 D,Lisha Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Billing report not working
509067,24-06-2025,Configuration,Invalid,CR,CompanyOps,No,07-05-2025,07-01-2025,167 D,Himanshu Padaliya,0,,,,No,No,No,Web,"Despite of me and Lalit Raj both having US Portfolio Manager role , I dont have access to below reports which Lalit can see. Please provide me also with access.

Timesheet Details
Timesheet Monthly Report - In Use
Timesheet

Please check screenshot for details",give me access to timesheet reports
509191,25-06-2025,Configuration,Resolved,CR,CompanyOps,No,,07-02-2025,166 D,Lisha Gupta,6,0.3,0.6,6.9,Yes,Yes,Yes,Web,User (Akshada Sunil Gage: EC3661) unable to access timesheet in portal. User profile is set to 'Default' need to be updated to SAG and access needs to be granted to timesheet.,User (Akshada Sunil Gage: EC3661) User Profile needs to be set from Default to SAG
509930,30-06-2025,Configuration,Invalid,CR,CompanyOps,No,15-07-2025,07-02-2025,161 D,Lisha Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Unable to Create Travel Request – Gender Field Not Populating
510010,07-01-2025,Configuration,Invalid,CR,CompanyOps,No,13-07-2025,07-08-2025,160 D,Nishant Kumar,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Unable to Reset Password on BusinessNext Portal
510177,07-02-2025,User Creation,Resolved,CR,CompanyOps,No,,07-10-2025,159 D,Lisha Gupta,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,"Please find the below details:
1) Ujjivan : customer role
2) Account name :Ujjivan Small Finance Bank Limited
3)Project Name : Ujjivan AMC 2025-26
4)Emailid : Ujjivan-CRM-SD@ujjivan.com

Regards,
Mansi Gupta",User Cration for Ujjivan bank
510048,07-01-2025,Configuration,Invalid,CR,CompanyOps,No,,07-03-2025,160 D,Lisha Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: P.O Balance |
509878,30-06-2025,Configuration,Invalid,CR,CompanyOps,No,,07-03-2025,161 D,Lisha Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Issue with Gender Field While Raising Travel Desk Case
510171,07-02-2025,Configuration,Resolved,CR,CompanyOps,No,27-07-2025,07-08-2025,159 D,Himanshu Padaliya,0,,,,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : PO Reversal: TALIC
507850,18-06-2025,Configuration,Resolved,CR,CompanyOps,No,17-07-2025,07-07-2025,173 D,Niharika Verma,0,,,,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Re: HR Helpdesk Escalation : 506688 is not attended
510007,07-01-2025,Configuration,Invalid,CR,CompanyOps,No,,07-08-2025,160 D,Jay Kothari,0,,,,No,No,No,Web,"Need to add below contact for HDFC bank account

Name : Ganesh Pawar
Email ID : ganesh.pawar@businessnext.com",Addition of new contact for HDFC bank customer
510274,07-02-2025,Configuration,Resolved,CR,CompanyOps,No,30-06-2025,07-10-2025,159 D,Anubhav Gupta,14,0.7,1.4,16.1,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Re: My Portal changes|On Travel Desk Getting error while doing HOD Approval
513306,25-07-2025,Configuration,Invalid,Incident,,,,31-07-2025,136 D,Dheeraj,0,,,,No,No,No,Email,Email Syndication,Email Syndication : RE: Error in Projected Cash Inflow Reort
510312,07-03-2025,Configuration,Resolved,CR,CompanyOps,No,,16-07-2025,158 D,Lisha Gupta,60,3,6,69,Yes,Yes,Yes,Web,Kindly mapped the given list user with the given account.,Need to update AMC details to latest CRM users
510325,07-03-2025,Configuration,Resolved,CR,CompanyOps,No,27-07-2025,07-07-2025,158 D,Himanshu Padaliya,0,,,,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Account Creation: Muthoottu Mini Financiers
510161,07-02-2025,Configuration,Resolved,CR,CompanyOps,No,27-07-2025,07-07-2025,159 D,Himanshu Padaliya,64,3.2,6.4,73.6,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Update Account Owner for TP Bank
510169,07-02-2025,Configuration,Resolved,CR,CompanyOps,No,27-07-2025,07-09-2025,159 D,Dheeraj,9,0.45,0.9,10.35,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : RE: US Billing_July'2025
510434,07-03-2025,User Creation,Resolved,CR,CompanyOps,No,,07-10-2025,158 D,Lisha Gupta,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,User creation - John Pascoal Lopes,User creation - John Pascoal Lopes
510435,07-03-2025,User Creation,Resolved,CR,CompanyOps,No,,07-10-2025,158 D,Lisha Gupta,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,User creation - Amanatullah Anwarullah Khan,User creation - Amanatullah Anwarullah Khan
510436,07-03-2025,User Creation,Resolved,CR,CompanyOps,No,,07-10-2025,158 D,Lisha Gupta,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,User creation - Taufik Badshaha Tamboli,User creation - Taufik Badshaha Tamboli
510438,07-03-2025,User Creation,Resolved,CR,CompanyOps,No,,07-10-2025,158 D,Lisha Gupta,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,User creation - Sharad Gopal Pawar,User creation - Sharad Gopal Pawar
510440,07-03-2025,User Creation,Resolved,CR,CompanyOps,No,,07-10-2025,158 D,Lisha Gupta,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,User creation - Jai Rajesh Jethmalani,User creation - Jai Rajesh Jethmalani
510442,07-03-2025,User Creation,Resolved,CR,CompanyOps,No,,07-09-2025,158 D,Lisha Gupta,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,User creation - Nirmal Ramgopal Sharma,User creation - Nirmal Ramgopal Sharma
510654,07-05-2025,Configuration,Invalid,CR,CompanyOps,No,27-07-2025,17-07-2025,156 D,Nishant Kumar,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: MYBUSINESSNEXT Portal Credentials
510686,07-07-2025,Configuration,Invalid,CR,CompanyOps,No,,18-07-2025,154 D,Uday Shankar Kaushik,0,,,,No,No,No,Web,"Hi Team,

Getting an error during the closure of the issue. Asking for FII data that is not present.",Getting issue in the closure of the case
510724,07-07-2025,Configuration,Resolved,Incident,CompanyOps,No,07-08-2025,07-09-2025,154 D,Aditya Singh,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,"Hi Team,

Please deactivate below user id in MY Portal.
EC2279-Saloni Shah- saloni.shah@businessnext.com
EC2532-Mahesh Mahaling Akkanawru-mahesh.akkanawru@businessnext.com",User deactivate
510722,07-07-2025,Configuration,Resolved,Incident,CompanyOps,No,07-08-2025,07-09-2025,154 D,Lisha Gupta,36,1.8,3.6,41.4,Yes,Yes,Yes,Web,"Hi Team,

Please deactivate below user id in MY Portal.

EC3275 Vibhuti Sharad Koli - Vibhuti.Koli@businessnext.com
EC2497 Divya Chandrakant Susvirkar - divya.susvirkar@businessnext.com
TP0059 Abhijeet Sanjay Mane - abhijeet.mane@businessnext.com
EC2533 Kajal Jain - Kajal.Jain@businessnext.com
EC3214 Karan Juneja - Karan.Juneja@businessnext.com",User deactivate
510756,07-07-2025,User Creation,Resolved,Incident,CompanyOps,No,07-07-2025,29-07-2025,154 D,Sagar Verma,1,0.05,0.1,1.15,Yes,Yes,Yes,Web,,User Creation
510783,07-07-2025,Configuration,Invalid,CR,CompanyOps,No,07-07-2025,07-08-2025,154 D,Anubhav Gupta,0,,,,No,No,No,Web,"I need to add WUD to the project HFB CRM Implementation (Project ID: 00013988), but currently, I do not have the required permissions to do so.

Kindly grant me the necessary permissions to proceed with adding WUD to the project.",Request for Permission to Add WUD in Project
510921,07-08-2025,Configuration,Invalid,Incident,CompanyOps,No,07-08-2025,07-09-2025,153 D,Aditya Singh,0,,,,No,No,No,Web,Not Able to search Projects in my.businessnext.com portal,Not Able to search Projects in my.businessnext.com portal
510934,07-08-2025,User Creation,Resolved,Incident,CompanyOps,No,07-08-2025,07-12-2025,153 D,Lisha Gupta,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,User creation - Pradeep Suresh Yadav,User creation - Pradeep Suresh Yadav
510932,07-08-2025,User Creation,Resolved,Incident,CompanyOps,No,07-08-2025,07-10-2025,153 D,Amit Anand,0,,,,Yes,Yes,Yes,Web,User creation - Aayushmaan Chittranjan Kumar,User creation - Aayushmaan Chittranjan Kumar
511003,07-08-2025,Configuration,Resolved,Incident,CompanyOps,No,07-08-2025,14-07-2025,153 D,Anubhav Gupta,9,0.45,0.9,10.35,Yes,Yes,Yes,Web,While raising WSR case in business NeXT portal using Nbhicrmnext@nivabupa.com unable to select account name as Niva Bupa health insurance company Ltd.,unable to select account name as Niva Bupa health insurance company Ltd.
510986,07-08-2025,Configuration,Invalid,Incident,CompanyOps,No,07-08-2025,18-07-2025,153 D,Anubhav Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Travel request Rejection issue
511020,07-08-2025,Configuration,Invalid,Incident,CompanyOps,No,07-08-2025,07-09-2025,153 D,Dheeraj,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: MYBUSINESSNEXT Portal Credentials
510692,07-07-2025,Configuration,Resolved,CR,CompanyOps,No,27-07-2025,07-09-2025,154 D,Deepali Kumari,3,0.15,0.3,3.45,Yes,Yes,Yes,Web,"Hi Team,

     Please change the PO amount to 0 for below project id

Project Id	Project Name	Pipelineforecast
802	EBL Eastern Bank Limited	Upside",PO amount to 0 for Project Id 802
511025,07-08-2025,Configuration,Invalid,Incident,,,,07-09-2025,153 D,Lisha Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: MYBUSINESSNEXT Portal Credentials
511137,07-09-2025,Configuration,Resolved,CR,CompanyOps,No,07-09-2025,22-07-2025,152 D,Anubhav Gupta,8,0.4,0.8,9.2,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Field Addition Required
511260,07-09-2025,Configuration,Invalid,CR,CompanyOps,No,27-07-2025,07-10-2025,152 D,Vivek Kumar,0,,,,No,No,No,Email,Email Syndication,Email Syndication : MYCRM Data transition | Bhavna | Security Bank
511378,07-10-2025,Configuration,Resolved,Incident,CompanyOps,No,07-09-2025,07-10-2025,151 D,Anubhav Gupta,2,0.1,0.2,2.3,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Opp Not reflecting NS Opp ID
511052,07-08-2025,Configuration,Resolved,Incident,CompanyOps,No,07-08-2025,07-10-2025,153 D,Himanshu Padaliya,6,0.3,0.6,6.9,Yes,Yes,Yes,Web,"Change the user role to Engr Production
Username: Gourav Kushwaha
gourav.kushwaha@businessnext.com",Change the user role to Engr Production
511151,07-09-2025,User Creation,Resolved,CR,CompanyOps,No,,07-12-2025,152 D,Lisha Gupta,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,,User Creation
510757,07-07-2025,User Creation,Resolved,Incident,CompanyOps,No,07-08-2025,07-10-2025,154 D,Dheeraj,0,,,,Yes,Yes,Yes,Web,,User Creation
510743,07-07-2025,Configuration,Resolved,Incident,CompanyOps,No,07-08-2025,07-10-2025,154 D,Amit Anand,0,,,,Yes,Yes,Yes,,"Hi Team,

Kindly remove my entries as Resource for the following projects :
1-6356-MVP4: Gamification, Leader Board, Simulation & MVP3 CR & Enhancements
2-8198-BNI Corporate RM Tool application
3-8810-BDI - Squad for 2023
4-10026-BDI Retail : Cutomer View
5-11947-BDI Retail : Service Squad Extension
6-13016-GB8 Adib Account Opening Demo NTB
7-13667-BDI Retail : Gold 8 Upgrade Internal Project

Please let me know in case of any concerns.",Remove my user as resource from List of Projects
514795,08-06-2025,Configuration,Invalid,Incident,CompanyOps,No,,08-08-2025,124 D,Dheeraj,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Unable to raise CaseID on businessnext portal
511667,07-11-2025,Configuration,Resolved,CR,CompanyOps,No,,16-07-2025,150 D,Lisha Gupta,2,0.1,0.2,2.3,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Account creation: Marwadi Shares
513510,28-07-2025,Configuration,Resolved,CR,CompanyOps,No,,28-07-2025,133 D,Amit Anand,1,0.05,0.1,1.15,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Re: Arab Bank || Retail CRM || AMC Invoice
